exp,seed,v0,thw0,lead_onset_t,rt_brake,rt_replan,brake_onset_idx,replan_onset_idx,lead_onset_idx,min_gap,collided,eps_pre_median,eps_max
6,13,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-29.960700225830077,0,1.2800000000000002,11445.80437809602
6,14,15.0,1.28,0.8,1.0,0.4,9,6,4,-80.3927375793457,0,1.2800000000000002,6142.453334500401
6,15,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-6.271495056152344,0,1.2800000000000002,5841.3431740831
6,16,15.0,1.28,0.8,1.6,0.4,12,6,4,-68.87763137817383,0,1.2800000000000002,6927.277487755451
6,17,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-30.35584945678711,0,1.2800000000000002,4903.191600084079
6,18,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-38.96830673217774,0,1.2800000000000002,6782.230447563064
6,19,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-22.564643096923827,0,1.2800000000000002,6317.099698778857
6,20,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-20.236266326904296,0,1.2800000000000002,5904.6516775131
6,21,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-26.592772674560546,0,1.2800000000000002,85606.12086316878
6,22,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-26.688666534423827,0,1.2800000000000002,6168.778905670667
6,23,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-42.06114883422852,0,1.2800000000000002,6651.201151967978
6,24,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.12609786987305,0,1.2800000000000002,5021.8431681299935
6,25,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-29.42574234008789,0,1.2800000000000002,6770.922777775912
6,26,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-55.70703811645508,0,1.2800000000000002,5277145.235609542
6,27,15.0,1.28,0.8,1.2000000000000002,0.4,10,6,4,-81.61573715209961,0,1.2800000000000002,6197.456570334298
6,28,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.34233779907227,0,1.2800000000000002,49600.04623378468
6,29,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-21.02583236694336,0,1.2800000000000002,6146.668700359976
6,30,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.204558563232425,0,1.2800000000000002,30414.261590316426
